,Unnamed: 0,CNES,UF,IBGE,NOME,LOGRADOURO,BAIRRO,LATITUDE,LONGITUDE
3006,22304,2066629,35,350410,UBS OSWALDO PACCINI ATIBAIA,RUA CASTRO FAFFE,CENTRO,-23.113,-46.54
3007,22322,3041484,35,355430,ESF 4 RIBEIRAO BONITO,ASSENTAMENTO RIBEIRAO BONITO,ZONA RURAL,-22.53048,-52.22162
3008,22323,2067315,35,350410,UBS DR BENEDITO JOSE BARBOSA,RODOVIA FERNAO DIAS,ROSARIO,-23.18,-46.58
3009,22336,3043320,35,352940,SAD SERVICO DE ATENDIMENTO DOMICILIAR,RUA LUIS LACAVA,VILA BOCAINA,-23.668,-46.461
3010,22344,3044114,35,350390,UBS NOVA ARUJA,AV SAO LUCAS,CIDADE NOVA ARUJA,-23.40485,-46.34491
3011,22351,3045439,35,352900,USF NOVO HORIZONTE,R ORLANDO SILVA,NOVO HORIZONTE,-22.214,-49.946
3012,22364,6825508,35,355540,UBS JARDIM CAROLINA UBATUBA,RUA DAS VIOLETAS,JARDIM CAROLINA,-23.43926,-45.09707
3013,22368,3047598,35,351960,PSF SALUSTIANO PINHEIRO IBITINGA,RUA SEBASTIAO FLAVIO PINHEIRO,MARIA LUIZA II,-21.77139,-48.82173
3014,22381,3049213,35,355030,UBS CHACARA STA MARIA,RUA CICLADES,CHACARA SANTA MARIA,-23.6713,-46.79079
3015,22382,3049388,35,350660,ESF JARDIM DOS EUCALIPTOS,RUA GERALDO DA CONCIECAO,JD DOS EUCALIPTOS,-23.59429,-46.04484
3016,22388,2067404,35,350410,UBS DR HERCONIDES MARTINS DE OLIVEIRA ATIBAIA,ESTR HISAISHI TAKEBAYASHI,USINA,-23.081,-46.64
3017,22397,3051293,35,351220,PSF CENTRO VALENTIM BORDIGNON CONCHAL SP,RUA XV DE NOVEMBRO,CENTRO,-22.33346,-47.17319
3018,22403,3051900,35,352680,ESF WINTER MALATRAZI,RUA MANOEL DUARTE MOREIRA,JULIO FERRARI,-22.58389,-48.81386
3019,22404,3051919,35,352680,ESF JARDIM DAS NACOES,AV DAS ARARAS,JARDIM DAS NACOES,-22.57629,-48.81557
3020,22412,3053660,35,350590,UBS DE VILA CRUZEIRO DR JOSE VINICIUS DE FIGUEIREDO MOURA,RUA FRANCA,VILA CRUZEIRO,-20.89903,-47.60114
3021,22424,3055310,35,351960,UBS DR CARLOS EDUARDO PINHEIRO NEGRAO,RUA JOANA PARRA RIBEIRO,ANGELO DE ROSA,-21.76592,-48.81082
3022,22429,3055493,35,351110,USF DRA ISABEL ETTRURI PARQUE FLAMINGO,RUA COROADOS,PARQUE FLAMINGO,-21.138,-48.973
3023,22435,3056775,35,353870,UNIDADE DE SAUDE DA FAMILIA JARDIM VITORIA PIRACICABA,AVENIDA CONCHAS,JARDIM VITORIA,-22.725,-47.649
3024,22436,3056805,35,353870,UNIDADE DE SAUDE DA FAMILIA ELDORADO I PIRACICABA,AVENIDA GUSTAVO ADOLFO FRANCO BUENO,ELDORADO I,-22.725,-47.649
3025,22437,3056813,35,353870,UNIDADE DE SAUDE DA FAMILIA ELDORADO II PIRACICABA,RUA IOLANDA PEREIRA DELBOUX,TERRA RICA,-22.725,-47.649
3026,22438,3056821,35,353870,UNIDADE DE SAUDE DA FAMILIA CHAPADAO I PIRACICABA,RUA DAS GRALHAS,CHAPADAO,-22.725,-47.649
3027,22439,3056848,35,353870,UNIDADE DE SAUDE DA FAMILIA CHAPADAO II SOL NASCENTE,RUA EMBUGUACU,SOL NASCENTE,-22.725,-47.649
3028,22440,3056864,35,353870,UNIDADE DE SAUDE DA FAMILIA ITAPUA I PIRACICABA,RUA GARCA,JARDIM ITAPUA,-22.725,-47.649
3029,22441,3056880,35,353870,UNIDADE DE SAUDE DA FAMILIA ITAPUA II PIRACICABA,RUA CAFELANDIA,JARDIM TOQUIO,-22.725,-47.649
3030,22442,3056910,35,353870,UNIDADE DE SAUDE DA FAMILIA BOA ESPERANCA I PIRACICABA,AVENIDA CORCOVADO,MARIA CLAUDIA,-22.725,-47.649
3031,22443,3056945,35,353870,UNIDADE DE SAUDE DA FAMILIA BOA ESPERANCA II PIRACICABA,RUA CUPUACU,BOA ESPERANCA,-22.725,-47.649
3032,22444,3056961,35,353870,UNIDADE DE SAUDE DA FAMILIA MARIO DEDINI I PIRACICABA,RUA LUIS RALPH BENATI,MARIO DEDINI,-22.725,-47.649
3033,22445,3057003,35,353870,UNIDADE DE SAUDE DA FAMILIA MARIO DEDINI II PIRACICABA,RUA FRANCISCA TEJERO BARBOSA,MARIO DEDINI,-22.725,-47.649
3034,22446,3057046,35,353870,UNIDADE DE SAUDE DA FAMILIA JARDIM ORIENTE PIRACICABA,RUA LUIZ PEREIRA LEITE,JARDIM ORIENTE,-22.725,-47.649
3035,22447,3057054,35,353870,UNIDADE DE SAUDE DA FAMILIA SANTA RITA AVENCAS PIRACICABA,RUA MANUEL DE TOLEDO E SILVA,PERDIZES,-22.725,-47.649
3036,22448,3057062,35,353870,UNIDADE DE SAUDE DA FAMILIA SAO FRANCISCO PIRACICABA,RUA UCHOA,SAO FRANCISCO,-22.725,-47.649
3037,22449,3057070,35,353870,UNIDADE DE SAUDE DA FAMILIA B DO LENHEIRO I PIRACICABA,RUA DAS SERINGUEIRAS,BOSQUES DO LENHEIRO,-22.725,-47.649
3038,22450,3057089,35,353870,UNIDADE DE SAUDE DA FAMILIA B DO LENHEIRO II PIRACICABA,RUA PAU BRASIL,BOSQUES DO LENHEIRO,-22.725,-47.649
3039,22451,3057097,35,353870,UNIDADE DE SAUDE DA FAMILIA TATUAPE I PIRACICABA,RUA PROFESSOR CARLOS BRASILIENSE PINTO,JARDIM TATUAPE,-22.725,-47.649
3040,22452,3057100,35,353870,UNIDADE DE SAUDE DA FAMILIA TATUAPE II PIRACICABA,RUA WASHINGTON LUIS,JARDIM TATUAPE II,-22.725,-47.649
3041,22456,3057747,35,353410,UNIDADE DE SAUDE DA FAMILIA II DR MURILO DE OL SENNE,RUA JOAO ALVES DE LIMA,MARIA GARCIA,-22.15469,-50.09676
3042,22466,3059693,35,351907,PENITENCIARIA II DE HORTOLANDIA,ROD CAMPINAS MONTE MOR,VILA BOA VISTA,-22.858,-47.22
3043,22526,3074544,35,355030,UBS JD SAO CARLOS CIDADE ADEMAR,RUA CLAUDIA MUZIO,J SAO CARLOS,,-46.3931
3044,22529,3077683,35,352620,UBS JD DAS PALMEIRAS,RUA JASMIM,JD DAS PALMEIRAS,-23.92896,-47.00862
3045,22533,3080528,35,350100,ESF WALDOMIRO JORGE RAMOS,RUA MATO GROSSO,QUINTA DA BOA VISTA,-21.02224,-47.37077
3046,22538,6825516,35,355540,UBS ESTUFA I UBATUBA,RUA OLARIA,ESTUFA I,-23.44649,-45.0797
3047,22545,8002959,35,352770,UNIDADE BASICADE SAUDE III DE LUIZIANIA,AV PADRE JOAO BRAEM,CENTRO,-21.67584,-50.32723
3048,22555,3088936,35,351110,USF VILA ENGRACIA DR LUIZ CARLOS FIGUEIREDO MALHEIROS,RUA ALVORADA DO SUL,VILA ENGRACIA,,
3049,22557,3089126,35,351450,UBS E DIRETORIA DE SAUDE DR EDGARDO GONCALVES CHAVES,RUA SETE DE SETEMBRO,CENTRO,-22.41087,-49.4032
3050,22559,3089614,35,350320,USF MARIA LUIZA,AVENIDA ALFEU GONCALVES BELCHIOR,JD MARIA LUIZA,-21.743,-48.19223
3051,22560,3089622,35,350320,USF JARDIM PINHEIROS,AV NOSSA SENHORA APARECIDA,JARDIM PINHEIROS,-21.7672,-48.1361
3052,22561,3089657,35,350320,USF MARIVAN,RUA JOAO MASCIA,JARDIM ACLIMACAO,-21.75868,-48.15854
3053,22575,3092402,35,350320,USF IEDDA,RUA PROFESSOR DOUTOR CELSO EDUARDO MORAES BARBOSA,JARDIM IEDDA,-21.81588,-48.14023
3054,22576,3092747,35,353490,PSF DO BAIRRO GUARANIUVA E NOVA PACAEMBU,AVENIDA PEDRO BASSAN,GUARANIUVA,-21.56151,-51.27196
3055,22586,6825532,35,355540,UBS ESTUFA II UBATUBA,RUA ITALGINO MANOEL DE OLIVEIRA,ESTUFA II,-23.4555,-45.07686
3056,22592,3099784,35,355430,ESF 6 PONTAL,RUA JOSE MORAIS,CENTRO,-22.52897,-52.17298
3057,22593,3099806,35,355430,ESF 5 CENTRAL,RUA SEBASTIANA CAMILO DO NASCIMENTO,VILA MINAS GERAIS,-22.5278,-52.16079
3058,22603,2074796,35,350410,USF MAJUCA MACEDO ATIBAIA,RUA ANTONIO DA CUNHA LEITE,PORTAO,-23.216,-46.59
3059,22604,3105504,35,355030,UBS RECANTO DOS HUMILDES,RUA PAVAO,PERUS,-23.548,-46.636
3060,22626,3121135,35,355030,UBS GRAFICOS,RUA FRANCISCO JOSE VIANA,CIDADE TIRADENTES,-23.60574,-46.40152
3061,22637,3125882,35,351640,UBS ENF ROSA GENOVEVA DOS REIS,ESTRADA MANOEL DE JESUS,VILA PALMARES,-23.31717,-46.70295
3062,22647,3130711,35,351880,UBS PIRATININGA,ESTRADA DA AGUA CHATA,PIRATININGA,-23.46305,-46.53309
3063,22658,3138038,35,352710,UBS DR NILTON NICOLAU NAUFAL REBOUCAS,RUA ROSA MARIA ANGELICA,PARQUE DOS TRABALHAD,-21.679,-49.743
3064,22661,6825540,35,355540,UBS SESMARIA UBATUBA,RUA MERCURY,SESMARIA,-23.46817,-45.09085
3065,22695,3155692,35,350450,ESF III DR DANTE CAVECCI AVARE,RUA ARGENTINA VIANA,JD PAINEIRAS,-23.099,-48.926
3066,22696,3155773,35,354890,UBS BOTAFOGO VALERIA DE CASSIA IBELLI,AVENIDA JOSE PEREIRA LOPES,JARDIM BOTAFOGO,-22.02707,-47.91328
3067,22715,3164276,35,352170,PSF FRANCISCO VIDAL DA VEIGA ITABERA,JOAO GONCALVES,TORIBA DO SUL,-23.76229,-49.27337
3068,22719,3166031,35,350610,E S F DR GEROLINO JOSE DE SOUZA,RUA JOSE BERGANTINI,JARDIM LARANJEIRAS,-20.93271,-48.47088
3069,22737,3174697,35,352520,UNIDADE BASICA DE SAUDE TRIESTE,RUA TURIM,NOVA TRIESTE,-23.08463,-46.7049
3070,22738,3174700,35,352520,UNIDADE BASICA DE SAUDE MARACANA,AV CONCEICAO,MARACANA,-23.13723,-46.71447
3071,22751,3179613,35,351880,UBS CONTINENTAL,RUA PESSEGUEIRO,PQ CONTINENTAL II,-23.43278,-46.54969
3072,22779,3184765,35,353440,UBS EMILIA COSME CERQUEIRA,RUA AILTON DE OLIVEIRA,MUNHOZ JUNIOR,-23.50239,-46.80747
3073,22780,3185125,35,352050,UBS JARDIM DO SOL VL MERCEDES,DOMINGOS CASA GRANDE,JD DO SOL,-23.09,-47.218
3074,22793,3188965,35,351880,UBS JARDIM PRIMAVERA,RUA GAMA,PQ PRIMAVERA,-23.46293,-46.53302
3075,22799,3190188,35,350950,CENTRO DE SAUDE PARQUE ITAJAI,RUA PAULO GLIWKOFF,PARQUE ITAJAI II,-22.95905,-47.19126
3076,22803,3193586,35,350760,ESF PLANEJADA I,RUA PEDRO CIOBAN,CIDADE PLANEJADA I,-22.91606,-46.55944
3077,22804,3193799,35,351280,UBS PSF SIDNEY ALVES ARANHA TIDE,RUA ANTONIO CARLOS ZAMBUJA,PARQUE RESIDENCIAL R,-22.63718,-47.18057
3078,22818,3195201,35,354260,USF VILA SAO FRANCISCO REGISTRO,RUA JERONIMO MONTEIRO LOPES,VILA SAO FRANCISCO,-24.488,-47.844
3079,22826,3198294,35,354805,CENTRO DE SAUDE II DE SANTO ANTONIO DO ARACANGUA,AVENIDA DOS EUGENIOS,JARDIM TRIANGULO,-20.93198,-50.49517
3080,22832,3200388,35,353290,ESF JARDIM SAO PAULO NOVA EUROPA,RUA DOS ANTURIOS,JARDIM SAO PAULO,-21.77321,-48.56142
3081,22840,3204340,35,351940,CS DE IBIRA VEREADOR ARLINDO SIMPLICIO DA SILVA,AV IBIRA,TERMAS DE IBIRA,-21.1033,-49.19002
3082,22842,3204405,35,351500,UBS JARDIM SAO LUIZ,AVENIDA JOAO PAULO I,JARDIM SAO LUIZ,-23.64244,-46.80995
3083,22864,3211665,35,353910,USF DRA CELIA MARIA BRITO SALGADO,RUA CECILIA MEIRELLES,VILA NOVA,-23.40107,-47.00638
3084,22865,3211681,35,353910,USF DR FLAVIO DE MORAES DIAS,ESTRADA DOS ROMEIROS,PARQUE PAIOL 1,-23.36112,-47.03691
3085,22867,3211789,35,353910,USF ARLINDA MARIA DE JESUS,AV ALAOR VEIGAS,JD BOM JESUS,-23.40237,-47.00067
3086,22877,3217213,35,355340,ESF DR JOAO BATISTA DE TOLEDO LEME,RUA ANTONIO RODRIGUES DOS SANTOS,NOVA TANABI,-20.626,-49.649
3087,22883,3219461,35,350900,UBS CAIEIRAS CENTRO,R FLAVIO AUGUSTO DE MORAES,CENTRO,,
3088,22884,3219771,35,355030,UBS JD DA CONQUISTA II,TRAV SOMOS TODOS IGUAIS,JARDIM DA CONQUISTA,-23.60703,-46.44464
3089,22885,3219887,35,355030,UBS CDHU PALANQUE,RUA PONTE DA AMIZADE,JARDIM PALANQUE,-23.59526,-46.4205
3090,22887,3220443,35,350940,ESF CRUZEIRO CAJURU,RUA SANTA TEREZINHA,CRUZEIRO,-21.27695,-47.29624
3091,22892,2787199,35,355030,UBS J ARACATI,RUA FRANCISCO HOMEM DE EL REI,JARDIM ARACATI,-23.548,-46.636
3092,22897,3225313,35,355645,UPSF GABRIEL MESSAS MARCHI,AV FERNANDO DE NORONHA,JD MARGARIDA,-23.61374,-47.04414
3093,22899,3226336,35,351500,UBS EUFRASIO PEREIRA COSTA,RUA PROFESSOR CANDIDO MOTA FILHO,JARDIM SILVIA,-23.64058,-46.85267
3094,22902,3226921,35,351880,UBS JARDIM ALAMO,RUA NICOLINA LAPENNA TURRI,JARDIM ALAMO,-23.41048,-46.3761
3095,22903,3227901,35,353470,USF JARDIM FLORIDA,RUA BENEDITO INACIO PIRES,JARDIM FLORIDA,-22.9677,-49.87199
3096,22915,2788322,35,355030,AMA UBS PARQUE FERNANDA,RUA ERNESTO SOARES FILHO,PARQUE FERNANDA,-23.67536,-46.79254
3097,22941,3445313,35,351907,UBS JD SAO BENTO PAULO CABRAL DO NASCIMENTO,RUA TOM JOBIM,JD SAO BENTO,-22.90565,-47.21203
3098,22943,3240630,35,350450,ESF IV DR CARLOS APARECIDO BANDEIRA AVARE,DONA LOLITA,JARDIM PARAISO,-23.099,-48.926
3099,22945,3241211,35,354080,ESF III MANOEL COIADO SANTIAGO,RUA JOAO BATISTA AFONSO,SAO FRANCISCO,-21.04718,-49.38852
3100,22947,3242218,35,350760,ESF PARQUE DOS ESTADOS I,RUA ERIBERTO CURSI,PARQUE DOS ESTADOS,-22.91465,-46.55528
3101,22958,3244296,35,353730,UBS DEL REY,RUA ALFREDO BRANDINI,PARQUE RESIDENCIAL M,-21.43774,-50.07388
3102,22985,3255247,35,354340,UBS HERBERT DE SOUSA BETINHO RIBEIRAO VERDE,RUA JOAO TONIOLLI,RIBEIRAO VERDE,-21.178,-47.81
3103,22993,6924549,35,352260,EQUIPE DE SAUDE DA FAMILIA ISTOR LUPPI,RUA JOSE FLAVIO VENTURINI,ISTOR LUPPI,-22.45883,-46.79004
3104,22996,3259390,35,350960,UBS SAO JOSE II,RUA TENENTE HAROLDO CESAR FARIA,SAO JOSE II,,
3105,23008,3263975,35,354140,UBS II BRASIL NOVO DR MIGUEL ROBERTO KRASUSKI,RUA JULIO ARANHA,BRASIL NOVO,-22.0874,-51.38229
3106,23009,3264114,35,352230,USF MARIA RAVACCI DE OLIVEIRA JARDIM FOGACA,RUA SALVADOR LOPES VIEIRA,JARDIM FOGACA,-23.58823,-48.01992
3107,23026,3272826,35,355280,UBS JARDIM SALETE,RUA CONSTANTINO DIAS LOPES,JD SALETE,-23.602,-46.753
3108,23038,3279251,35,355100,PRESIDIO DR GERALDO DE ANDRADE VIEIRA DE SAO VICENTE,ROD PADRE MANOEL DA NOBREGA,HUMAITA,-23.96228,-46.47706
3109,23053,3281973,35,354340,UBDS NORTE DR SERGIO AROUCA,RUA BRUNO PELICANI,QUINTINO FACCI II,-21.11358,-47.79578
3110,23059,3284131,35,350840,POLICLINICA WILSON FEDERZONI CABREUVA,RUA ANDRELINO SPINA,JACARE,-23.308,-47.133
3111,23060,3284212,35,354940,UBS ESF VILA DEIENNO S JM BARRA,RUA ALFREDO NOGUEIRA,VILA DEIENNO,-20.59358,-47.85859
3112,23061,3284220,35,354940,UBS ESF DR JOSE OTACILIO QUARESEMIN,RUA GENOVEVA BONATO SCARELLI,JOAO MATARAIA,-20.59655,-47.86194
3113,23077,3285561,35,353340,UNIDADE BASICA DE SAUDE IV,RUA LOUIS FRANCISCON,JD SAO FRANCISCO,-22.778,-47.296
3114,23079,3285936,35,350070,UNIDADE DE SAUDE MOUSSA NAKHL TOBIAS,AVENIDA RICHARD FREUDENBERG,CHACARA AVATO,-22.4715,-48.9822
3115,23087,3288854,35,353070,USF ZANIBONI II,RUA HONORIO DO CARMO SILVA,JARDIM BOA VISTA,-22.35291,-46.91798
3116,23146,3307905,35,354340,UBS PROF DR JACOB RENATO WOISKI JD JOAO ROSSI,AV INDEPENDENCIA,JD JOAO ROSSI,-21.18192,-47.802
3117,23148,3309924,35,352850,UBS SELMA GUARACIABA DAS NEVES COSTA,RUA ALZIRA FERREIRA CAMPOS,JD FERNAO DIAS,-23.326,-46.585
3118,23153,3310221,35,353110,UNIDADE DE SAUDE DA FAMILIA FLORIDA MIRIM MONGAGUA,AVENIDA MONTEIRO LOBATO,FLORIDA MIRIM,-24.14989,-46.75198
3119,23157,3311023,35,352390,UBS 14 SANTO CAMPOS ITU,RUA PROFESSOR ALFREDO GOMES,JARDIM AEROPORTO,-23.28216,-47.27058
3120,23164,3312054,35,354850,UNIDADE DE SAUDE DA FAMILIA MONTE SERRAT,RUA CORREA DE MELO,CENTRO,-23.961,-46.334
3121,23170,3314529,35,351110,USF DR MICHEL CURI NOSSO TETO,AVN PALMARES,NOSSO TETO,-21.138,-48.973
3122,23172,3314707,35,351110,USF DR GERALDO MENDONCA UCHOA VILA LUNARDELLI,PRACA BRASILIA,VILA LUNARDELLI,-21.1199,-48.96425
3123,23174,3314723,35,351110,USF DR JOSE RAMIRO MADEIRA CONJUNTO EUCLIDES,RUA ARICANDUVA,CONJUNTO EUCLIDES,-21.138,-48.973
3124,23182,3316920,35,351410,USF JARDIM ARCO IRIS DOIS CORREGOS,AVENIDA BANGU,JARDIM ARCO IRIS,-22.36512,-48.39686
3125,23185,3317110,35,355030,SUPERVISAO TECNICA DE SAUDE S AMARO C ADEMAR,RUA ARISTIDES DA SILVEIRA LOBO,JD PRUDENCIA,-23.65438,-46.67363
3126,23200,3322041,35,351380,UBS JARDIM DAS NACOES SAUDE DA FAMILIA,RUA ITALIA,JARDIM DAS NACOES,-23.67331,-46.60974
3127,23207,3323005,35,351880,UBS PONTE ALTA,RUA SAO PAULO,PONTE ALTA,-23.46307,-46.53296
3128,23211,3323331,35,355030,UBS JARDIM DAS PEDRAS,RUA CLOVIS SALGADO,JARDIM DAS PEDRAS,-23.41919,-46.5904
3129,23215,3460983,35,351670,USF DR JOSE MARTINHO PALERMO,RUA MINAS GERAIS,REBELO,-22.20919,-49.65936
3130,23251,2040379,35,350510,CENTRO DE SAUDE DE BARBOSA,AVENIDA DONA RICARDINA,CENTRO,-21.26742,-49.94808
3131,23252,7201559,35,351460,ESTRATEGIA SAUDE DA FAMILIA DUMONT,AV 21 DE MARCO,JARDIM ADELAIDE,-21.23675,-47.97044
3132,23266,3335402,35,355030,COORD REGIONAL DE SAUDE CENTRO,RUA LIBERO BADARO,CENTRO,-23.548,-46.636
3133,23268,3335755,35,352700,PROGRAMA DE SAUDE DA FAMILIA II LINDOIA,RUA FABIANO FRANCO,CENTRO,-22.52292,-46.65014
3134,23280,3338525,35,351880,UBS BANANAL,RUA MARTINICA,JARDIM BANANAL,-23.46303,-46.53296
3135,23281,3338533,35,351880,UBS NORMANDIA,ESTRADA DA AGUA CHATA,JARDIM NORMANDIA,-23.46299,-46.53304
3136,23285,3339300,35,354680,ESF VILA NOVA,RUA MAR CASPIO,VILA NOVA,-23.31258,-46.22475
3137,23286,3339319,35,354680,ESF CACHOEIRA,VIA DAS CEREJAS,CACHOEIRA,-23.373,-46.229
3138,23298,3342174,35,353060,USF JARDIM AEROPORTO 3,RUA SALGADO FILHO,JARDIM AEROPORTO III,-23.523,-46.188
3139,23299,3342190,35,353060,USF JARDIM LAYR,RUA ARATIMBO,JARDIM LAYR,-23.5662,-46.21933
3140,23300,3342204,35,353060,USF JARDIM MARGARIDA,AV CELESTE,JARDIM MARGARIDA,-23.48897,-46.28438
3141,23308,3344703,35,354780,UBS ESPIRITO SANTO,AVENIDA SAO PAULO,CIDADE SAO JORGE,-23.66971,-46.48726
3142,23309,3345815,35,352980,ESF CARLOS ALVES MAMEDE,RUA ORIDES SANTILI,VILA SONIA,-22.409,-48.451
3143,23313,3347087,35,354390,UBS PSF DR DIRCEU FERREIRA PENTEADO,RUA 8,JARDIM NOVO I,-22.44665,-47.58315
3144,23314,3347192,35,354910,PSF DR ANTENOR JOSE BERNARDES SAO JOAO DA BOA VISTA,RUA JOAO GARCIA RAMOS,JARDIM DOS YPES II,-21.969,-46.798
3145,23315,2032163,35,355100,UNIDADE BASICA DE SAUDE PONTE NOVA SAO VICENTE,RUA SALVADOR,PONTE NOVA,-23.98023,-46.45202
3146,23319,2033275,35,355100,ESF RIO BRANCO II E III SAO VICENTE,RUA EDUARDO CACAO,JARDIM RIO BRANCO,-23.98096,-46.47301
3147,23323,2033291,35,355100,UNIDADE BASICA DE SAUDE POMPEBA SAO VICENTE,RUA ANTONIO DA COSTA,POMPEBA,-23.94035,-46.40586
3148,23325,3353516,35,352410,PSF LUIZ GAMBI ALTO DA ESTACAO EQUIPE 1,RUA JUVENTINO MIGUEL,ESTACAO,-20.32703,-47.80054
3149,23326,3353834,35,353800,UNIDADE DE SAUDE FAMILIA SANTA CECILIA PINDAMONHANGABA,PRACA MAESTRO JOAO ANTONIO ROMAO,SANTA CECILIA,-22.93199,-45.43725
3150,23328,3354768,35,355700,UNIDADE BASICA DE SAUDE BARRA FUNDA,RUA LOPES CHAVES,BARRA FUNDA,-23.53058,-46.65995
3151,23331,2035286,35,355100,ESF HUMAITA SAO VICENTE,RUA MARIA ROCCO,HUMAITA,-23.9499,-46.45822
3152,23333,3355519,35,354390,UBS PSF DR NORBERTO ANTONIO SIMAO CARNEIRO,AV 8 JC,JARDIM CENTENARIO,-22.411,-47.561
3153,23342,2038471,35,355100,UNIDADE BASICA DE SAUDE SAMARITA SAO VICENTE,RUA SERGIPE,SAMARITA,-23.99108,-46.47736
3154,23350,3359131,35,355030,UBS VILA PRUDENTE,PCA CENTENARIO DE VILA PRUDENTE,VILA PRUDENTE,-23.58199,-46.58274
3155,23351,2038943,35,355100,UNIDADE BASICA DE SAUDE VILA MARGARIDA SAO VICENTE,RUA POLYDORIO DE OLIVEIRA BITTENCOURT,VILA MARGARIDA,-23.96714,-46.40174
3156,23355,3500551,35,352680,ESF JARDIM CAJU,RUA JOAO CONEGLIAN,JARDIM CAJU II,-22.61623,-48.78688
3157,23359,3363554,35,350860,ESF SAO JOAO,RUA MAESTRO LORENA,S JOAO,-22.66805,-44.99741
3158,23360,3363562,35,350860,ESF MARGEM ESQUERDA,RUA BOM JESUS,MARGEM ESQUERDA,-22.6577,-45.01395
3159,23361,3363589,35,350860,ESF CDHU,RUA ARTHUR OSCAR KREY,VILA CARMEM,-22.66158,-45.01429
3160,23374,2038951,35,355100,ESF JARDIM RIO BRANCO SAO VICENTE,RUA ANTONIO RISCALLE HUSNE,JARDIM RIO BRANCO,-23.97933,-46.4706
3161,23375,2039257,35,355100,UNIDADE BASICA DE SAUDE PARQUE BITARU SAO VICENTE,PRACA INFANTE DOM HENRIQUE,PARQUE BITARU,-23.97123,-46.39462
3162,23376,2040492,35,355100,UNIDADE BASICA DE SAUDE CATIAPOA SAO VICENTE,AV PERSIO DE QUEIROZ FILHO,CATIAPOA,-23.95697,-46.38724
3163,23377,3368122,35,352250,UNIDADE DE SAUDE DA FAMILIA CHACARA SANTA CECILIA,RUA DOS CAMAROES,CHACARA SANTA CECILI,-23.55655,-46.91014
3164,23378,2045028,35,355100,ESF SAQUARE SAO VICENTE,RUA DO MEIO,VILA MARGARIDA,-23.97134,-46.40984
3165,23391,3373037,35,353070,USF FANTINATO II,RUA ARISTIDES PAPA,JARDIM FANTINATO,,
3166,23396,2062348,35,355100,UNIDADE BASICA DE SAUDE JARDIM GUASSU SAO VICENTE,RUA LAGARTO,JARDIM GUASSU,-23.95172,-46.38016
3167,23399,2062356,35,355100,UNIDADE BASICA DE SAUDE PRACA VITORIA SAO VICENTE,PRACA VITORIA DA CONQUISTA,VILA VOTURUA,-23.96195,-46.37045
3168,23405,3376826,35,351880,UBS SANTA LIDIA,RUA MARIO BEZERRA DE ESPINDOLA,JD SANTA LIDIA,-23.41995,-46.49498
3169,23411,2063077,35,355100,ESF JAPUI SAO VICENTE,AV TUPINIQUINS,JAPUI,-23.98474,-46.39504
3170,23413,3380831,35,352250,UNIDADE DE SAUDE DA FAMILIA JD VITAPOLIS,RUA NELSON FERREIRA DA COSTA,JARDIM VITAPOLIS,-23.53484,-46.92692
3171,23414,3380866,35,352250,UNIDADE DE SAUDE DA FAMILIA PARQUE SUBURBANO,RUA ALPHELIA JOSEPHINA SIMIONATO MORENO,PARQUE SUBURBANO,-23.55675,-46.93464
3172,23415,3380890,35,352250,UNIDADE DE SAUDE DA FAMILIA JARDIM ROSEMEIRE,RUA SERRA DOS BOROROS,JARDIM ROSEMARY,-23.55714,-46.93101
3173,23416,3380920,35,352930,UBS LAS LOMAS MATAO,RUA YOLANDA TAGLIAVINI GROPPA,LAS LOMAS,-21.61331,-48.35703
3174,23428,2084821,35,355100,UNIDADE BASICA DE SAUDE JIP SAO VICENTE,RUA ROBERTO KOCH,JOQUEI CLUBE,-23.94153,-46.39922
3175,23430,3383792,35,350570,UBS DR ADAUTO RIBEIRO,AVENIDA ZELIA,PARQUE DOS CAMARGOS,-23.53958,-46.88716
3176,23436,3385116,35,350950,CENTRO DE SAUDE VILA UNIAO,R JOSE LOURENCO DE SA,VILA UNIAO,-22.938,-47.11642
3177,23437,3385264,35,355030,UBS ALMIRANTE DELAMARE,RUA ALMIRANTE MARIATH,HELIOPOLIS,-23.548,-46.636
3178,23460,3389782,35,352250,UNIDADE DE SAUDE DA FAMILIA VILA GIOIA,RUA SILVIO NOGUEIRA,VILA SANTA FLORA,-23.53963,-46.96785
3179,23465,2084856,35,355100,UNIDADE BASICA DE SAUDE CENTRAL SAO VICENTE,AV ANTONIO EMMERICH,VILA CASCATINHA,-23.96114,-46.37823
3180,23472,3391868,35,354100,USAFA VILA ALICE,RUA RENATA CAMARA AGONDI,ANHANGUERA,-24.02186,-46.48783
3181,23475,3392678,35,351300,UBS PARQUE TURIGUARA,RUA VITORIA,PARQUE TURIGUARA,-23.59381,-46.91784
3182,23476,3392708,35,351300,UBS JARDIM SAO MIGUEL,RUA SAO CIPRIANO,JD SAO MIGUEL,-23.63304,-46.93813
3183,23477,6998186,35,355030,UBS VILA NATAL,AVENIDA PROFESSORA MARTA MARIA BERNARDES,VILA NATAL,-23.548,-46.636
3184,23486,3393739,35,355240,USF VIRGILIO VIEL,RUA ALICE MENUZZO PANCOTI,PARQUE VIRGILIO VIEL,-22.81181,-47.23913
